"x","y"
1,-0.785973176398258
2,0.0547389044596729
3,-1.17256033732114
4,-0.167312798264765
5,-1.86503158346862
6,-0.120440245770314
7,0.825978723389469
8,1.19015953662269
9,-1.09145187076033
10,-0.375112399303643
11,-0.932219837237782
12,0.0332172827993839
13,0.122119709982104
14,2.57973062845001
15,-0.269500203603307
16,-0.888301228711944
17,0.459219692884563
18,0.115377696967689
19,-0.231365218540454
20,0.792333352571257
21,0.928583973296585
22,0.261872452211618
23,-0.245484129592169
24,-1.47688225935934
25,-1.190024423304
26,0.741664957965781
27,-0.507864446333954
28,1.18621228330274
29,0.952636386750217
30,0.134687285022147
31,-1.0273488910478
32,0.696387630215083
33,0.593341727223398
34,0.435066138218644
35,-0.010752235756881
36,-0.631906612123955
37,0.341202010963323
38,1.27111330021731
39,-2.14506499373097
40,0.25999544602941
41,0.31688997234463
42,1.0443831662852
43,0.130127189730237
44,-0.472018201032118
45,0.201868503517259
46,-0.0492454748821554
47,1.07375343813776
48,0.0819352288245312
49,-0.999396775289229
50,0.483926624560098
51,-0.153692849711877
52,-1.32728010763796
53,0.932545814704534
54,0.276097872992149
55,0.853427222531292
56,-0.466554186621708
57,-0.451436504303554
58,0.307431506331205
59,1.73768319249563
60,-0.14272528105618
61,1.99435884612701
62,1.01712218092087
63,0.543988204899377
64,-1.38645085901123
65,-0.471958630501846
66,0.465276850555569
67,0.116853633383896
68,-0.0338134122802711
69,-0.932075099586809
70,-0.597064836296526
71,-1.22118336620602
72,-0.444609840071234
73,-1.0527078046722
74,0.89629735072338
75,-0.0575665370395147
76,-1.01985721199301
77,0.881645371249835
78,0.921973480156862
79,-0.951144895926995
80,0.0374317172493268
81,1.76174380491575
82,1.52296046167681
83,0.82250877644803
84,1.72767378261879
85,-1.38700258902905
86,0.633260061067717
87,-0.493838622202143
88,-1.38773835017154
89,0.169080184591326
90,0.0374031274552737
91,0.65503284203236
92,-0.71458449541904
93,1.33924348844798
94,-1.32633832501505
95,-0.490333407977461
96,-0.952260920621584
97,-1.32923168258069
98,1.71881483431855
99,-1.5177834467798
100,-0.774869430593625
